         3538 function calls (3421 primitive calls) in 0.040 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2109(can_filter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:160(__eq__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:108(return_None)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1221(get_internal_type)
        4    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:2075(set_limits)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1516(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/utils/itercompat.py:1(is_iterable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:215(__eq__)
        2    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        2    0.000    0.000    0.000    0.000 /usr/src/app/RobotsAPI/models.py:43(__str__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:215(field_cast_sql)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:873(db_returning)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1917(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1773(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:683(modify_insert_params)
        4    0.000    0.000    0.000    0.000 {function DictWrapper.__getitem__ at 0x7fe28d3d0dc0}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:242(_get_limit_offset_params)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/dispatch/dispatcher.py:224(_clear_dead_receivers)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1922(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:253(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1913(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query_utils.py:375(check)
        4    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:645(check_expression_support)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:777(on_conflict_suffix_sql)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/query.py:106(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:1618(set_source_expressions)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/connection.py:219(read_only)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/base/operations.py:774(insert_statement)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/expressions.py:1621(get_source_expressions)
        1    0.000    0.000    0.000    0.000 {method 'issubset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/utils.py:33(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:2091(get_internal_type)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1772(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/types/bool.py:19(quote)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/connection.py:200(isolation_level)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/psycopg/connection.py:238(deferrable)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/fields/__init__.py:2740(get_db_prep_value)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/models/sql/query.py:1914(<setcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:339(adapt_datefield_value)


